text	vaccine	attitude	side_effects
This is primarily about transmission, not risk of death. Children spread it to their school friends (and teachers), and those school friends infect their parents and older family members. And one dose of the AstraZeneca vaccine is only 33% effective against the Indian variant.	AstraZeneca	Neutral	No Details
The 14,400 doses of Sinovac vaccines were immediately brought to the DOH-CHD1 cold storage facility. (Report and photos courtesy of Philippine Information Agency-Region 1 via Eva Visperas)	Sinovac	Neutral	No Details
That’s great..BUT moderna and Pfizer both came out today and stated they should have an updated booster for Omnicron rather quickly..in doing that Rachel, they are saying the current booster isn’t working.,	Pfizer	Neutral	No Details
That’s great..BUT moderna and Pfizer both came out today and stated they should have an updated booster for Omnicron rather quickly..in doing that Rachel, they are saying the current booster isn’t working.,	Moderna	Neutral	No Details
Maybe. Have a mate off from work waiting on test results. He was advised he was a contact (not sure if casual or close) and has body aches & fatigue at the moment. He's boosted/triple vaxxed, AZ+AZ+Pfizer I think but possibly triple pfizer.	Pfizer		Tiredness,Muscle Pain
I got my moderna booster on Monday. Tuesday evening I felt like I got hit by a truck, I had severe chills , nausea and vomiting and a low grade temp. My whole arm from my shoulder to my fingers hurt. next day my arm underneath my armpit hurt .	Moderna	Neutral	Muscle Pain,Chills,Nausea,Other
After 20 hours straight, no sleep, only rest, as I just made myself lay down, I finally got 5 hours in a row! I think I'm finally over the nausea I've had since about an hour after getting the vaccine on Saturday. Almost time for my morning walk, maybe. #moderna #CovidVaccines	Moderna	Neutral	Nausea
Zero for me. No side effects experienced from 2 Pfizer shots and 1 Moderna shot, aside from a slightly sore arm.	Pfizer	Neutral	Muscle Pain
Zero for me. No side effects experienced from 2 Pfizer shots and 1 Moderna shot, aside from a slightly sore arm.	Moderna	Neutral	Muscle Pain
Since vaccinated people are getting sick how could any mandate seem logical or legal? The vaccine doesn’t work (except for Pfizer et al) and treatments do. Further, considering congress and Pfizer employees have no mandate, one has ask about fairness as well as side effects.	Pfizer	Neutral	No Details
"Did anyone else who got the Moderna vaccine get ""covid arm""? Where the injection site swells, gets hard and warm, and is itchy? How long did that last for you?"	Moderna	Neutral	Swelling,Muscle Pain,Other
I stayed on top of that 2nd Moderna on Friday..Took Tylenol about a hour in advance and then about 4 hrs later started with alternating between aspirin and Tylenol every 2hrs..for another 4 hrs just to be sure..No fever, no aches, no pain..	Moderna	Neutral	None
Pfizer, IIRC. Oddly enough, felt better immediately after the shots (although that may have just been waking up - I had early appointments) I only had are soreness if I overused said arm.	Pfizer	Neutral	Muscle Pain
Oh I know. I can still get sick. Hopefully I won’t be hospitalized or die. I met a guy who got COVID in December was hospitalized 4 days and told me he thought he was done for. When I met him he was getting his second moderna shot after work and couldn’t wait.	Moderna	Neutral	No Details
Fifth day after getting my first dose #Astrazeneca #Vaxzevria vaccine, my body still feeling tired (fatigue). I am 30 years old.	AstraZeneca	Neutral	Tiredness
Same p much, arm was agony after the second dose right enough but only got the swelling and bonus itching with Moderna. Hopefully it buggers off for you soon :)	Moderna	Neutral	Swelling,Muscle Pain,Other
I had my second shot yesterday Today my arm where I got the shot is itchy. My son felt like he had a cold for a day after the second shot. We both had Moderna	Moderna	Neutral	Chills,Other
My lymph node is swollen from the 2nd dose of Pfizer vaccine and it is still slightly swollen 2 weeks after the jab. I had headaches and body aches up until 10 days after. I took the first dose not very well, a lot of people show no side-effects from the vaccine, like my sister.	Pfizer	Neutral	Headache,Swelling,Muscle Pain
for what it's worth (in case you value my opinion on this), i had my pfizer vaccine this weekend. no side effects, except for some muscle pain for 1.5 day.	Pfizer	Neutral	Muscle Pain
Well it’s been about 19 hours since i got the second Moderna vaccine. So I’ve had little to no symptoms with the exception of a little tiredness and maybe a slight headache. But other than that I’m feeling fine.	Moderna	Positive	Headache,Tiredness
I had the same issue last week too but God used the AstraZeneca vaccine jab I took last week Friday and it took care of the pain. You may try it too. Am a living testimony.	AstraZeneca	Positive	No Details
"Red Cross ""COVID-19 Vaccine Acceptable if you were vaccinated with a non-replicating, inactivated, or RNA-based COVID-19 vaccine manufactured by AstraZeneca, Janssen/J&J, Moderna, Novavax, or Pfizer providing you are symptom-free and fever-free. Wait 2 weeks if you were vaccina"	Pfizer		
"Red Cross ""COVID-19 Vaccine Acceptable if you were vaccinated with a non-replicating, inactivated, or RNA-based COVID-19 vaccine manufactured by AstraZeneca, Janssen/J&J, Moderna, Novavax, or Pfizer providing you are symptom-free and fever-free. Wait 2 weeks if you were vaccina"	Moderna	Neutral	No Details
"Red Cross ""COVID-19 Vaccine Acceptable if you were vaccinated with a non-replicating, inactivated, or RNA-based COVID-19 vaccine manufactured by AstraZeneca, Janssen/J&J, Moderna, Novavax, or Pfizer providing you are symptom-free and fever-free. Wait 2 weeks if you were vaccina"	AstraZeneca		
The MRNA vaccines (Pfizer and Moderna) also could prevent you from shedding the virus to if you do get sick after being vaccinated. That alone is enough for me in a household with a kid who can't get it yet... plus I still wear masks so...	Pfizer		
The MRNA vaccines (Pfizer and Moderna) also could prevent you from shedding the virus to if you do get sick after being vaccinated. That alone is enough for me in a household with a kid who can't get it yet... plus I still wear masks so...	Moderna	Positive	No Details
Following. I wanna get a booster... I'm considering pfizer. Seems moderna is making people sick	Moderna	Negative	Other
Good for you......I received the Pfizer vaccine......no issues other than a little soreness at the injection site on your arm.....but it went off without a hitch.....both times.....just sayin'......way to protect your life and the lives of others.....Thank you.....	Pfizer	Positive	Other
We also had no side effects with either of the Pfizer vaccines... arm a little sore as with any vaccine.	Pfizer	Neutral	Other
Jack, that’s the main reason most of us are having the vaccine, to protect others who may get sick. That’s why I got AZ. Has James gone and got the AZ? Ps NONE of James’ school students should be getting Astra Zeneca vaccine. It’s not his role to give them medical advice.	AstraZeneca	Neutral	No Details
Yeah, my ass has been sore since I got the moderna from behind White Castle two nights ago. I don’t know why the guy has to shove the tube so far up there or whisper “you look good like this” while he does it…	Moderna	Negative	Muscle Pain
I'm thinking it's extremely bad side effects from the moderna booster, I really wish I could go back and not get it, my whole body is in so much pain that it's almost unbearable. I can't even finish a meal because eating gives me extremely bad chest and stomach pains	Moderna	Negative	Muscle Pain
So I got the vaccine on Sunday Father's Day. Moderna. I was sick yesterday. Chills, hot flashes, head pains, last night I felt I was gonna faint so I lied down immediately. A lot better today. #onpoli	Moderna	Negative	Headache,Chills,Other
My Daughter has a lower immune system. Always gets sick. Has a needle phobia, had her 1st Pfizer yesterday. Just rang me concerned about how unwell she feels. I had both AZ. Pro vax yet still worry for her	Pfizer	Negative	No Details
Wuhan bats, Joyce’s Nats, Covid causes needle spats Lockdown why? Aussies sigh, Scomo says that we can’t fly Vaccine stain Andrews pain Annie shuts the state again Waiting for a Pfizer jab Better luck getting a cab…	Pfizer	Negative	No Details
So I've been very, very sick since Dec 26, turns out it's covid. I don't go out except for groceries. Upstairs neighbours had parties and didn't mask in the common areas and now I'm sick. Double vaxxed w/Moderna, 3 months since second dose do not eligible for booster.	Moderna	Neutral	No Details
AND, it doesn't matter if the US reaches herd immunity if COVID is still rampant in other countries. This is literally why we need to release patents and get as many avenues of vaccination as possible (especially for the Moderna and Pfizer vaccines.) Global immunity now!	Pfizer		
AND, it doesn't matter if the US reaches herd immunity if COVID is still rampant in other countries. This is literally why we need to release patents and get as many avenues of vaccination as possible (especially for the Moderna and Pfizer vaccines.) Global immunity now!	Moderna	Negative	No Details
I was fine with first two AZ jabs, but with the pfizer booster I had a much stronger immune response, felt like heavy cold for 4 days, some whisky in the coffees and you'll be fine Q ;)	Pfizer	Positive	Chills
Tell me more. I’ve read there’s potential risk of myocarditis, at least with the mRNA based vaccines. I had flu like symptoms for a day and a half after the first Moderna shot, and a sore arm. I’m not waiting to dunk on you, just curious.	Moderna	Negative	Muscle Pain,Chills
24 h post #vaccine 2 (#Moderna). Def more side-effects than after AZ dose 1, but still minor. Arm is more sore, but not bad enough to take anything. One quick wave of nausea this AM (puked in kitchen sink...) followed by cold sweats and chills for 2 min or so. 1/2	Moderna	Negative	Muscle Pain,Chills,Nausea
The NYT had an article about the delta variant. In Israel, 50% of the people who got the delta variant were fully vaccinated with Pfizer vaccine. They didn’t say if those people got sick or just tested positive. It’s very worrisome.	Pfizer	Negative	No Details
Yeah, a friend of mine's only noticable side effect was a marathon siesta with Moderna. Mine, on the other hand, had me whizzing around the place at speed, and feeling very cold. I was alright though	Moderna	Neutral	Chills,Other
I got Moderna booster and after about 12-14 hours I started to get really fever-y and about 16 hours I was cold shivering, but slept through it and at about 24 hours most flu symptoms were gone and I was just tired. 12-24 hours is the danger zone	Moderna	Negative	Tiredness,Chills,Fever
Pfizer data is already showing signs of waning neutralizing antibodies. If you wait till you see a rise in cases that means people are already sick. In this case, you shouldn't wait if the harm is minimal.	Pfizer	Negative	No Details
3 of my friends got Omicron last week. They are vaxed with Pfizer / Moderna. As per NYC congress Rep Nicole. Majority of cases sick are the Vaxed NOT the Unvaxed. I am type O blood, natural immunity. In never get the FLU.	Pfizer		
3 of my friends got Omicron last week. They are vaxed with Pfizer / Moderna. As per NYC congress Rep Nicole. Majority of cases sick are the Vaxed NOT the Unvaxed. I am type O blood, natural immunity. In never get the FLU.	Moderna	Neutral	No Details
I got 2 doses of Pfizer back MAR & Pfizer booster in SEP. I had a mild headache & runny nose after the first 2 but swollen lymph nodes for a few days after the booster do u think it's worth getting an antibody test to make sure I created good levels of antibodies?	Pfizer	Negative	Headache,Swelling,Other
Moderna booster yesterday, sore arm continues today but fatigue evaporated with sleep overnight.	Moderna	Positive	Muscle Pain
Same here! The Moderna Covid vaccines just made me tired and slightly achy but the Shingrix knocked me flat for 18 hours. Still beats getting shingles though. Hope you feel better soon.	Moderna	Positive	Headache,Tiredness
“Get the Johnson & Johnson vaccine” they said. “It doesnt have as bad of side effects as the moderna” they said. Oh yeah? Well then why does it feel like my muscles are becoming detached from my bones and trying to crawl out of my skin? WHY IS MY THROAT A LITTLE SORE???	Moderna	Neutral	No Details
Spent more than 1 hour on 2 phones and a laptop to get #AstraZeneca slot. Fighting for a lifesaving vaccine is like buying a concert ticket. Feel nauseated #KerajaanGagal	AstraZeneca	Neutral	Nausea
I got Pfizer....my arm is numb....I did sweat alot too...the pain in the injection area is intense compared to dose 1 and dose 2...This is the second day after the booster and I feel sick	Pfizer	Negative	Muscle Pain,Other
Got the 2nd dose of the Pfizer vaccine yesterday and today has been awful. Headaches and chills all day.	Pfizer	Negative	Headache,Chills
Pfizer booster check-in. 18 hours in: no side effects still. The arm is just a bit sore from the injection.	Pfizer	Positive	Muscle Pain
I had same reaction from my Moderna. First one whipped my arse. Second one just a slight sore arm for 2 days.	Moderna	Positive	Muscle Pain
Actually, Moderna, I'm thrice vaxxed now as is my whole gang and several of us are sick with Covid. We'll be waiting for you to make a better product. Just saying... done for now.	Moderna	Positive	No Details
I had Astra first round and it hit me hard after first shot. Got Moderna Wednesday arvo and couldn’t move all day yesterday. Horrendous headache, fog, fatigue and sore all over. Much better this morning. I’m 50 and fit.	AstraZeneca	Negative	Headache,Tiredness,Muscle Pain,Other
I received my first shot of the pfizer vaccine about 2 weeks ago, and I didn’t get sick yet, sofar so good! Better wait for the analysis of some good (independent) statisticians.	Pfizer	Positive	None
Got the two moderna shots and the booster. Other than a headache and arm hurting for a few days, no other side effects and Im over 65.	Moderna	Positive	Headache,Muscle Pain
#MorrisonFailure I took the AZ & have to wait 3 months for the second jab. My LGA is currently a COVID-19 hotspot. If Morrison had gone with Pfizer’s offer last year I would be SAFE NOW with the better vaccine. I keep imagining my aches are potential clots. Thanks Morrison!NOT	AstraZeneca	Positive	No Details
I got Moderna! Pfizer for my first two. Feeling pretty normal now, my arm is still very sore but otherwise good!	Moderna	Positive	Muscle Pain
Chile my old employee while I was managing a team in the Philippines is getting his second Pfizer shot wearing an American Olympics shirt While these ashy ass Americans not only not getting vaccinated and hiding that they’re sick and going to work.	Pfizer	Negative	No Details,Other
3x moderna , booster sore arm , mild aches and mild headache for 24h	Moderna	Neutral	Headache,Muscle Pain
Morning after the booster. It's definitely a much more mild fever compared to the first two shots, though I also got moderna this time instead of pfizer, dunno if that made a difference. Still enough of a fever that all my muscles ache though.	Moderna	Negative	Muscle Pain,Fever
I am an in-home caregiver and owner of a soon-to-be full nonprofit. I am fully moderna vaccine with booster, along with my 75yo mom, and neither one of us have been sick.	Moderna	Positive	None
I have nerve damage from AstraZeneca. Noone can tell me if the burning pain in my legs and numbness in my fingertips will go away. I'm going to have to lose my job as I don't qualify for exemption, even though GPs fully acknowledge the vax. Good vaccines are effective AND safe.	AstraZeneca	Negative	Other
3X Moderna. 1 & booster, sore arm. Number 2, severe chills 5-6 hrs, then nothing after that.	Moderna	Neutral	Muscle Pain,Chills
Dude. People's immune systems respond to vaccines differently, and you have a harsher response if you were previously exposed to covid. I had my second Moderna shot and was out for a day and a half with fever, body aches and fatigue. Maybe don't discount other's experiences?	Moderna	Negative	Tiredness,Muscle Pain,Fever
I had the Pfizer booster and flu shot simultaneously. Next day started with symptoms like the onset of a cold/flu but was back to normal by bedtime.	Pfizer	Neutral	Chills
Wonder why you didnt say a word when a number of people died around the world after taking Pfizer & Moderna vaccine shots. Nothing sick about that??	Pfizer		
Wonder why you didnt say a word when a number of people died around the world after taking Pfizer & Moderna vaccine shots. Nothing sick about that??	Moderna	Negative	Other
Thinking of taking a vaccine but I might take Pzifer [or however you spell it] because one of my aunts arms got sore from Moderna.	Moderna	Negative	Muscle Pain
Yep, and I bet they won't think twice about gobbling up the new antiviral Pfizer is releasing, too, when they're hella sick.	Pfizer	Positive	No Details
I did Moderna for the booster and my first two shots were Pfizer. My hand rash went away as a plus, as a minus, my immune response was heavy. Missed a week of work.	Moderna	Negative	Other
My 2nd Moderna, my arm was sore and I felt flu-ish for a couple days. With my booster, no side effects except a slightly sore arm. It seems to affect some people a little differently but glad I did it!	Moderna	Positive	Muscle Pain
Got my 2nd shot of the Pfizer vaccine. My arm was just really sore for the first night, but has gotten progressively better and is basically unnoticeable today. Experienced no other side effects as far as I could tell.	Pfizer	Neutral	Muscle Pain
Anyways, I've had the Astra Zeneca vaccines, mostly in the hope that being vaccinated would allow me to tour again! They didn't do a thing to me, other than a slightly sore shoulder for about a day, like most vaccines. Maybe I'm just a tough guy? Hell, I don't know.	AstraZeneca	Positive	Muscle Pain
I wasn't going to share this but will. Lost my vision in my left eye and splitting headaches last few days. Went to homeopath who ran test with Pfizer and Astra Zeneca Covid vaccine antidote - I tested positive for both. Shedding is real. #c4antivax	Pfizer		
I wasn't going to share this but will. Lost my vision in my left eye and splitting headaches last few days. Went to homeopath who ran test with Pfizer and Astra Zeneca Covid vaccine antidote - I tested positive for both. Shedding is real. #c4antivax	AstraZeneca	Negative	Headache,Other
Yes, I had 2 Astrazeneca Coronavirus protection jabs early last year, and then the Pfizer booster jab in Dec, & no side effects, just a sore arm where the needle went in.	Pfizer	Positive	Muscle Pain
Yes, I had 2 Astrazeneca Coronavirus protection jabs early last year, and then the Pfizer booster jab in Dec, & no side effects, just a sore arm where the needle went in.	AstraZeneca		
thank you :’) i feel literally fine like the most mild cold i’ve ever had lol thank you moderna	Moderna	Positive	Chills
My sons gf had Pfizer 1&2 and the Modena and so so sick with fever etc. I had 3 x Pfizer and only sore arm - Modena is the bitch one I think!	Pfizer		
My sons gf had Pfizer 1&2 and the Modena and so so sick with fever etc. I had 3 x Pfizer and only sore arm - Modena is the bitch one I think!	Moderna	Negative	Muscle Pain,Fever
I was sick, too. Fever & felt like I was dying. 2nd shot was just a sore arm. I felt worse with that vaccine than with the Moderna. A few days of suffering is better than weeks of agony & sometimes permanent nerve damage.	Moderna	Negative	Muscle Pain,Fever
Not gonna lie; that Moderna booster had me pretty much wiped out yesterday. Fatigued, dizzy and a dead arm. But 24 hours later I’m right as rain.	Moderna	Negative	Tiredness,Nausea,Other
Got my notification from Rexall that I can get the Moderna vaccine so I have an appointment this Sunday for my 2nd dose. My first dose was AstraZeneca bcs GenX, & my side effects were mild - mostly just a fever. Anyone have experience with Moderna side effects?	Moderna		
Got my notification from Rexall that I can get the Moderna vaccine so I have an appointment this Sunday for my 2nd dose. My first dose was AstraZeneca bcs GenX, & my side effects were mild - mostly just a fever. Anyone have experience with Moderna side effects?	AstraZeneca	Neutral	Fever
I didn't experience much from either dose of Pfizer except for a sore arm. The 1st shot stung, but the 2nd didn't, and the soreness was less as well. No one I know who had any of the COVID vaccines experienced really bad side effects.	Pfizer	Positive	Muscle Pain
Three weeks after getting my second Moderna vaccine I was found to have a pericardial effusion. I'm 69. I have since developed shoulder and jaw pain. My cardiologist has not added the ECHO I requested to my medical record. Are doctors even reporting side effects?	Moderna	Negative	Muscle Pain
Symptoms got more erratic and worse after both Pfizer vaccines. Nasty part is the persistence and even increase in neurological symptoms. Post-exertional fatigue likely related to reactivated Epstein-Barre, with other persist blood abnormalities.	Pfizer	Negative	Other
Did anyone else experience tenderness after their second #AstraZeneca vaccine? My whole body is so to even lightly touch and I’m exhausted (although that could be from being so sick as well) #COVIDVaccination	AstraZeneca	Negative	Tiredness
I just recently got my second dose of the Moderna vaccine. My arm felt sore and felt tired. My first shot felt the same - sore and tiredness.	Moderna	Negative	Tiredness,Muscle Pain
My wife has an auto-immune disease and is very concerned that she will have a strong reaction to the Moderna vaccine. The Pfizer vaccine slows her down for 3 or 4 days. In my case, I get a little bit of a sore arm. She hates me.	Pfizer	Neutral	Muscle Pain
I had ZERO SIDE-EFFECTS with Pfizer Booster ... NONE! I did have mild side-effects with Pfizer doses 1 & 2 ( headache, low-grade fever, fatigue ) for about 12-hours the day after getting the injection. I always swing my arm in a big circle off & on for an hour to avoid arm pain	Pfizer	Positive	Headache,Tiredness,Fever
I will be well hydrated for Moderna dose two and the vaccine will not make me sick. It's a mutual respect thing.	Moderna	Positive	No Details
My friend is very sick with Covid right now. She was fully vaccinated over a month ago with the Pfizer vaccine. People who are NOT getting vaccinated are in for a VERY TERRIBLE AWAKENING (and completely preventable)!	Pfizer	Neutral	No Details
anyone spreading false news on AZ, even my coworkers, friends abroad, and our doctors who got vaccined pfizer, az and sinovac, felt chills, malaise or muscle aches. But after a day it will be gone. Not getting a vaccine is irresponsibility.	Pfizer		
anyone spreading false news on AZ, even my coworkers, friends abroad, and our doctors who got vaccined pfizer, az and sinovac, felt chills, malaise or muscle aches. But after a day it will be gone. Not getting a vaccine is irresponsibility.	AstraZeneca		
anyone spreading false news on AZ, even my coworkers, friends abroad, and our doctors who got vaccined pfizer, az and sinovac, felt chills, malaise or muscle aches. But after a day it will be gone. Not getting a vaccine is irresponsibility.	Sinovac	Neutral	Muscle Pain,Chills,Other
An update: I had 1st dose of Moderna vaccine on Tuesday evening. Side effects so far: body aches, overall fatigue and tiredness, Covid arm (itchiness and redness at injection site), chills. I am still worse than prior taking the shot.	Moderna	Negative	Redness,Tiredness,Muscle Pain,Chills
I had both my kids get the Pfizer vaccine as soon as they were able to. They are both fine. In fact I don’t know anyone who has any issues. Headaches are certainly better than getting Covid.	Pfizer	Positive	Headache
Pfizer, left arm both shots. First shot, arm was a little sore day of/after. Stretching regularly helped. Second shot, felt a little sleepy day of and next day. Slight arm soreness. Hydrated and rested (and stretched arm), felt fine by the next day.	Pfizer	Positive	Tiredness,Muscle Pain
"Had my 3rd shot yesterday, Moderna. My arm is sore, but if that's all i'm a happy vaccer. Hope ALL people are smart enough to get the vaccins, we need to ban out COVID ASAP. The more people get the shots the earlier we can go to the new ""normal""."	Moderna	Positive	Muscle Pain
my vaccine experience, #Moderna 1st-day =&gt; covid arm (so much pain), headache 2nd =&gt; covid arm (HELL pain), diarrhea 3rd =&gt; rash, swollen armpit (HELL PAIN) NOW 4th day =&gt; swollen armpit What's next...!?	Moderna	Negative	Headache,Muscle Pain,Other
Ik kreeg woensdag de Pfizer, gister belachelijke spierpijn. Nu alles weer goed.	Pfizer	Neutral	Muscle Pain
oo kakainject lang kanina, so far headache pa lang ako. dami ko ding kilalang sumama pakiramdan sa pfizer	Pfizer	Positive	Headache
My friend's mother got a terrible rash after her first dose of the Pfizer. After her second shot she cannot keep her balanced and is now concussed. Do you have any compassion for the vaccine injured? They do exist.	Pfizer	Negative	Other
Was feeling pretty rough when I went to sleep after my second dose of Moderna vaccine, but today I've feeling pretty good actually. It's mostly just a little soreness in my shoulder left.	Moderna	Neutral	Muscle Pain,Other
I had the Pfizer vaccine and never had any problems either time. Never even had a sore arm. Guess I was lucky.	Pfizer	Positive	None
Was sick over New Years weekend. Chills, sore throat, runny nose, cough,etc, tested for Covid 3 times and tested negative. I’m triple vaxxed Moderna x3. Today I can’t smell it taste anything. I’d say I had Covid.	Moderna	Negative	Chills,Other
2. A female aged 41 suffered from skin rash after vaccination with the Sinovac vaccine on March 16. She was sent to Princess Margaret Hospital at 1040 hours in stable condition. She was discharged after treatment.	Sinovac	Neutral	Other
I got AZ, Moderna and Moderna... This is the most sore my arm has been. I barely slept last night. My partner got Pfizer and no issues.	Moderna	Negative	Muscle Pain
I got AZ, Moderna and Moderna... This is the most sore my arm has been. I barely slept last night. My partner got Pfizer and no issues.	AstraZeneca		
Arm is sore from doubling down on the vaccines today but I’m still feeling good so here’s to hoping I make it thru unscathed. Also I mixed the booster and vaccines for the COVID. I got the Pfizer vaccines first and the Moderna booster.	Pfizer		
Arm is sore from doubling down on the vaccines today but I’m still feeling good so here’s to hoping I make it thru unscathed. Also I mixed the booster and vaccines for the COVID. I got the Pfizer vaccines first and the Moderna booster.	Moderna	Positive	Muscle Pain
I had a low fever for a few days after my 2nd dose, but the booster gave me nothing but a sore shoulder. (all Moderna)	Moderna	Negative	Muscle Pain,Fever
The vaccines no dierr we no go get plenty ridee so ego turn protocol. People for continue or their lives are at risk. I heard we are expecting some Pfizer vaccines from the AU but the issue is if we have cold chain facilities to store the vaccines effectively	Pfizer	Neutral	None
I can only speak out of personal experience. I had the moderna vaccine. Been a tiny bit dizzy after the first shot and pretty much nothing after the second ( only pain in the arm but that's not unusual).	Moderna	Positive	Muscle Pain,Nausea
We are fully vaxxed. Got them last month. #GetVaccinated ^ of us in my family received the Moderna and J&J, not one of us had any reactions to the vaccines. Only a sore arm. Please get vaccinated to protect yourself and those around you.	Moderna	Positive	Muscle Pain
The soreness can arise with any vaccine applied this way. I felt proper poorly after Pfizer booster but that meant it did something! There just sonetimes is no free lunch.	Pfizer	Negative	Muscle Pain
My symptoms were far, far worse than any of the vaccines or boosters, and I went Pfizer-Pfizer-Moderna. The worst I had was the booster making me feel like crap for a day but actual covid was two weeks of hell with 104F fevers and 90% O2 and the anosmia lasting over a month.	Pfizer		
My symptoms were far, far worse than any of the vaccines or boosters, and I went Pfizer-Pfizer-Moderna. The worst I had was the booster making me feel like crap for a day but actual covid was two weeks of hell with 104F fevers and 90% O2 and the anosmia lasting over a month.	Moderna	Negative	Fever,Other
Still Day 3, but I'm improving from the symptoms of the Pfizer booster shot. Some soreness around the arm and armpit area, but no more pain by my ribcage area. Pretty much slept all day, little fatigue but I'm doing much better. #COVIDBooster	Pfizer	Neutral	Muscle Pain
You’re beyond delusional. The CCP blocked Taiwan from getting Moderna vaccines and now is claiming that donating them is pushing a Cold War.	Moderna	Negative	
Israel 2 dose Pfizer 64% preventing #DeltaVarient infection Israel large proportion of population vaccinated - sickness and hospitalisation increasing vaccines remain vitally important #covid19aus #auspol	Pfizer	Neutral	
My daughter was against them at first, but because she was worried for her son, she got the Pfizer VAX (2+1 booster), and she just told me yesterday, that she can't imagine how she'd be feeling if she didn't get the shots. She said it's was scary being sick like she was.	Pfizer	Positive	None
Done, 59yr old male, got sick off and on for 3 weeks after the first Astra Zeneca Vaccine. Still would do it again	AstraZeneca	Neutral	No Details
I had chills and flu like symptoms after the first shot and after the booster. But not after the second shot. They were worse after the first shot and lasted for about 24 hours each time. All 3 shots were Moderna. Sounds like everyone reacts differently.	Moderna	Neutral	Chills,Other
I had AZ for my first 2 then Moderna for the booster. Worst I’ve ever felt. Was sick as a dog for 12 hours where nothing would stay down.	Moderna	Negative	Other
I had AZ for my first 2 then Moderna for the booster. Worst I’ve ever felt. Was sick as a dog for 12 hours where nothing would stay down.	AstraZeneca	Negative	
I got very sick on the second dose of Moderna, but the booster side effects were very mild, just a low fever and light chills for a day.	Moderna	Positive	Chills,Fever
Update: Felt pretty tired most of the day yesterday, but also didn't sleep well the night before. Had a good rest last night and feeling fine today, even did my workout... No arm soreness in the flu arm, a little bit in the moderna arm but it's pretty much gone now.	Moderna	Neutral	Tiredness,Muscle Pain
I was sick with my 2nd shot (Pfizer) and with my 3rd (half dose Moderna) but a bit less than with the 2nd	Pfizer		
I was sick with my 2nd shot (Pfizer) and with my 3rd (half dose Moderna) but a bit less than with the 2nd	Moderna	Negative	No Details
Anyone else notice that after getting your booster shot, that you get over colds within 24 hours or don’t catch them at all from other family members who have one? I’m 3X Moderna	Moderna	Positive	Other
Went to a wedding and was maskless for much of the time. While the moderna vaccine kept me from contracting or spreading the COVID, I caught my first common cold in 2 years and it SUCKED. Not stoked how we’re gettin back to spittin on each other again.	Moderna	Negative	Chills
I had all 3 pfizer and apart from a sore arm I was ok and abit tired	Pfizer	Positive	Muscle Pain
Kinda glad we got the pfizer vaccine, seems like its gonna be a pain for those getting moderna second dose with how few doses the province has been getting.	Pfizer	Positive	None
I had the second dose of Moderna mid may. I felt funky for a day or two and fatigued. However, it passed. I am one that vaccines don't normally affect. But both my disabled daughter and my wife had Pfizer one and two and never had any noticeable effects.	Moderna	Negative	Tiredness
Had my first Pfizer vaccine injection today. Achy arm but all good #GetVaccinated	Pfizer	Positive	Muscle Pain
Trust the science morons who are lead by a pack of donkeys everything will be alright. The Pandemic of RAT & PCR is rampant and never stops. Meanwhile shares in Pfizer, Moderna, RAT manufacturers sores to ne records. Australian got their head stuck in their ass wake up.	Pfizer		
Trust the science morons who are lead by a pack of donkeys everything will be alright. The Pandemic of RAT & PCR is rampant and never stops. Meanwhile shares in Pfizer, Moderna, RAT manufacturers sores to ne records. Australian got their head stuck in their ass wake up.	Moderna	Negative	
in early 2020, got Moderna vaccines in Jan and Feb 2021, and I just got Covid infection again about three weeks ago with mild cold like symptoms. I don’t think there is any point to getting vaccinated if you’ve had Covid infection recently, but after 6-8 mos it may make sense	Moderna	Neutral	None
WRONG. Chill goofball. It’s available. Supplies have been depleted in many states though. Pfizer’s molnuprivar is also available.	Pfizer	Neutral	None
Got Moderna too. About 24 hrs after I got a fever, aches, chills, which lasted for less than 12 hrs. It wasn't terrible, but I definitely had to rest.	Moderna	Positive	Muscle Pain,Chills,Fever
Moderna vaccine. First 2 days, stiff joints, slight fever. 10 days later an itchy rash, red bumps on my arms, the bumps spread to my back, chest & belly. 5 mos later won't go away I've seen a derm Dr 3 times, took pills, used creams. Now seeing an allergist, feeling hopeless.	Moderna	Negative	Redness,Swelling,Fever,Other
Pfizer booster for me!! All 3 Pfizer. Booster only 12 hours after shot horrible chills and upset stomach only lasted 4 hours. Of course sore arm.	Pfizer	Neutral	Muscle Pain,Chills,Other
No issues with Pfizer apart from a bit of a sore arm for a day.	Pfizer	Positive	Muscle Pain
I did some errands and then basically slept the rest of the day and all night, then woke up the next morning feeling fine, after Moderna 1. Nothing to speak of except a sore arm after M 2.	Moderna	Positive	Tiredness,Muscle Pain
Booster shot tomorrow after work… I hope I don’t get sick. Also, jaw still hurts after 10 days… I think it’s time to see a doctor. #BoosterDose #boomer #slowlydying #everythinghurts #moderna	Moderna	Neutral	Other
My 31 ur old son has had both Moderna vaccinations and the Moderna booster. He came down with Covid this past Sunday evening and has missed a week of work so far. He’s pretty sick.	Moderna	Neutral	None
I got the Pheizer Vaccine. All I got was a sore arm and some headaches, however my sister's who both got the Moderna Vaccine got really sick	Moderna	Negative	No Details
Got a Pfizer third dose yesterday. Arm is bloody sore, headache and feeling washed out. Hopefully won’t last	Pfizer	Negative	Headache,Tiredness,Muscle Pain
